start	end	text
0	4600	慧登禅修课 十三 因果不虚
5600	7800	慈承罗珠 刊布讲授
8400	11800	更多课程请访问刊布官方网站
12200	14800	3W.慧登之光.com
31000	36200	慧登禅修课 十三 因果不虚
36800	45200	慧登禅修课 十三 因果不虚
47240	54200	慧登禅修课 十三 因果不虚
55200	65400	慧登禅修课 十三 因果不虚
66200	75400	慧登禅修课 十三 因果不虚
76400	84600	慧登禅修课 十三 因果不虚
85600	93600	慧登禅修课 十三 因果不虚
94400	103600	慧登禅修课 十三 因果不虚
103600	110800	慧登禅修课 十三 因果不虚
134600	141800	慧登禅修课 十三 因果不虛
143600	151800	慧登禅修课 十三 因果不虛
153600	161800	慧登禅修课 十三 因果不虛
164600	171800	慧登禅修课 十三 因果不虛
173600	181800	慧登禅修课 十三 因果不虛
183600	191800	慧登禅修课 十三 因果不虛
193600	198800	普的心 佛的心 普的心 普的心 普的心 普的心
201600	211800	莫定深 普的心,本 Kultur得何先?
214600	221320	莫定深,本 reading,本
223600	231600	再好,再好,那也就是只能自己一個人從這個輪迴當中解脫
231600	234600	只能達到這個目標
234600	239600	所以我們一定要發普的心,希望大家努力
239600	246600	這個就是普的心,我們每次都要提醒大家發普的心
246600	249600	接下來我們講今天的課
249600	256600	我們今天的課是悔等禪修班的思嘉心的課之一
256600	264600	我們前面已經講過了思嘉心當中的人生難得
264600	269600	然後就是首名無常,還有輪迴的痛苦
269600	276600	這三格修法在這個之前已經講過了
276600	285600	今天我們就講第四格,也就是思嘉心的最後一個修法
285600	294600	最後一個修法就是因果不徐
294600	300600	這四個假形,也就是四個前心
300600	304600	也就是四個不同的修法
304600	308600	通過這四個不同的修法
308600	315600	讓我們有一種從這個輪迴當中一定要解脫的決心
315600	318600	為了有一個這樣的決心
318600	322600	就修思嘉心
322600	327600	沒有修思嘉心的時候
327600	332600	我們的學佛、少相、白佛等等
332600	339600	這些所有的學佛基本上都是為了我們現實的利益
339600	345600	實際上就是一種公理性,就是現實的利益
345600	350600	為了健康、為了發財、為了工作順利等等
351600	356600	然後再遠一點,那就是為了來世
356600	360600	為了來世,也就是為了過得好一點
360600	367600	就是在人或者是田人當中能夠相守人田的福報
367600	369600	就為了達到這一點
369600	372600	然後我們去燒香、白佛、磕頭
372600	375600	還有就是參加各種各樣的發會
375600	378600	活工、會工等等
378600	380600	都是這樣子
380600	389600	那個時候我們的心跟這個輪迴沒有離開這個輪迴
389600	393600	我們的心還是就在這個輪迴當中
393600	396600	我們不僅僅是人在輪迴當中
396600	401600	而且這個時候我們的心也就在輪迴當中
401600	404600	我們這個時候從來都沒有想過
404600	407600	我要從這個輪迴當中解脫
407600	411600	我要成佛,我要成為阿羅漢等等
411600	416600	沒有想過,我們只是想這一生過得好一點
416600	418600	希望這一生過得好一點
418600	423600	然後眼光再遠一點的話
423600	426600	那就是下意識也就過得好一點
426600	428600	就這樣子,沒有其他的
428600	431600	然後我們通過這個人生難得
431600	434600	人生難得,壽命無常
434600	437600	尤其是輪迴的痛苦
437600	440600	還有就是我們要講的這個因果不敘
440600	446600	通過這個四個不同的不同的這個修法
446600	451600	然後讓我們從這個輪迴當中開始
451600	455600	從輪迴當中開始走出去
455600	459600	走出輪迴
459600	464600	首先我們的心要從這個輪迴當中走出來
464600	469600	首先是我們的心要從這個輪迴當中走出來
469600	472600	讓我們的心走出來了以後
472600	477600	我們人可以從這個輪迴當中走出來
477600	481600	所謂的人從輪迴當中走出來
481600	485600	這個並不是說我們要出家
485600	487600	我們要怎麼樣
487600	489600	實際意思就是說
489600	492600	我們的心不在這個輪迴的時候
492600	497600	我們的心就跟這個輪迴分手了
497600	498600	與輪迴分手
498600	501600	也就是脫離了這個輪迴以後
501600	506600	讓我們的所有的這些行為
506600	509600	也就是跟著我們的心走
509600	511600	這樣子以後
511600	517600	最後也就是可以脫離輪迴
517600	522600	這個任何時候都是這樣子
522600	524600	比如說我們在現實生活當中
524600	527600	一個人他不想待在這個地方
527600	528600	他想移民
528600	530600	那這樣子的話
530600	534600	首先是他的心向移民
534600	538600	然後他的心向移民的時候
538600	542600	這個時候他的心已經不在這裡了
542600	545600	他的心已經在另外一個地方
545600	548600	他的目標已經不在這裡
548600	552600	那麼自從他有了這樣子的心以後
552600	557600	他的所有的一切都是為了達到這個目標
557600	559600	他就是為了達到這個目標
559600	561600	會奮鬥
561600	562600	會努力
562600	564600	這樣子以後
564600	566600	總有一天
566600	570600	這個人他會離開這個地方
570600	574600	他會去他要去的地方
574600	580600	輪迴當中的解脫也是一樣
580600	583600	首先是我們的心要離開
583600	586600	如果我們的心不離開
586600	591600	我們覺得這個輪迴還是很不錯的
591600	593600	不想離開
593600	597600	還是希望在這個輪迴當中
597600	602600	這個國幸福快樂的生活
602600	603600	這樣子的話
603600	606600	因為我們的心還沒有脫離輪迴
606600	609600	所以人永遠也不會脫離輪迴
609600	613600	人永遠也不會為了從這個輪迴當中
613600	616600	解脫做什麼事情
616600	619600	就像一個人他根本就不想移民
619600	622600	他根本沒有這種打算
622600	623600	這樣子的話
623600	627600	因為他的心就是不願意離開這裡
627600	630600	所以他也就不會為了這個離開這裡
630600	631600	做什麼事情
631600	634600	因為他不做這方面的努力
634600	637600	所以他人永遠也不會離開
637600	638600	同樣的道理
638600	644600	首先我們的心要從這個輪迴當中走出來
644600	646600	那麼
646600	649600	心就要從輪迴當中走出來
649600	651600	那為什麼要走出來
651600	653600	需要一個理由
653600	654600	如果沒有理由
654600	658600	我們的心也不想走出來
658600	660600	他也不會走出來的
660600	661600	需要一個理由
661600	663600	那麼理由是什麼呢
663600	667600	我們主要是這個四個修法裡面的
667600	671600	輪迴的痛苦
671600	673600	還有就是因果不敘
673600	675600	就這兩個原因
675600	677600	就這兩個原因
678600	681600	因為這個輪迴當中
681600	684600	我們之前也講過
684600	686600	佛或者佛教
686600	689600	他沒有否定輪迴當中
689600	692600	或者是我們的現實生活當中
692600	697600	存在著一些幸福和快樂
697600	699600	他永遠也沒有否定這一點
699600	700600	但是呢
700600	702600	我們在這個輪迴當中
702600	705600	所感受到的幸福和快樂
705600	708600	確實是非常的短暫
708600	710600	非常的短暫
710600	711600	然後呢
711600	713600	我們的所有的幸福
713600	714600	所有的快樂
714600	716600	都是相對的幸福和快樂
716600	720600	這裡沒有一個絕對的幸福快樂
720600	721600	然後呢
721600	724600	我們的這些所有的幸福和快樂
724600	728600	因為它是相對的
728600	729600	它是相對的
729600	734600	所以它的這個變化很無常
734600	736600	變化無常
736600	740600	就很短的時間當中都會變化
740600	741600	所以呢
741600	744600	我們就發現這個輪迴當中
744600	753600	就是沒有一個我們可以追求的
753600	754600	這樣子的東西
754600	758600	沒有一個永恆的永久的幸福
758600	762600	所以我們覺得這個輪迴
762600	767600	我們還是從這個輪迴當中能夠脫離
767600	768600	拜託
768600	770600	這樣子的話就更好
770600	772600	超越輪迴
772600	773600	超越輪迴的話
773600	777600	就是可以脫離這個輪迴的痛苦
777600	779600	會有這樣子的想法
779600	782600	尤其是這個後面的兩個修法
782600	784600	前面的也是一樣
784600	786600	人生這麼短暫
786600	788600	然後又這個來之不已
788600	790600	這麼的難得
790600	793600	這麼難得的人生
793600	796600	得到是非常不容易
796600	800600	但是逝去是非常容易
800600	802600	這樣子以後
