start	end	text
0	2000	字幕by索兰娅
2000	14000	字幕by索兰娅
29000	31000	各位佛佑 大家晚上好
33000	38000	我们现在开始讲今天晚上的金刚萨朵的课
38000	41000	首先大家发菩提琴
43000	45000	昨天我们也讲过了
45000	51000	我们无家心里面的菩提琴我们刚刚修完
51000	58000	应该是对大家来说有一些进步
58000	63000	只要我们花了一点时间去修
63000	65000	肯定是有进步
65000	69000	修和不修是肯定是不一样的
69000	74000	但是这个进步可能是因为每一个人的情况不一样
74000	77000	不一定每个人都大家都是一样
77000	80000	但是不管怎么样
80000	82000	每个人都是在菩提琴方面
82000	86000	肯定是有一些进步
86000	92000	这样的话我们现在大家要好好地发菩提琴
92000	94000	非常的重要
94000	98000	我们今天讲的可能是金刚萨朵的修法
98000	105000	是缠绘罪国的一个罪罪罪书省的方法
105000	110000	但是缠绘罪国的方法不仅仅是金刚萨朵
110000	112000	还有很多
112000	119000	说我们政务空心那是罪书省的产回的方法
119000	124000	所有的业障所有的罪过
124000	129000	就是当下瞬间就情经
129000	131000	如果是政务空心的话
131000	135000	那是不仅仅是业障
135000	138000	而且念业障的中子
138000	144000	以及它的最最最稀为的稀奇
144000	148000	全部一下子就可以断掉
148000	153000	所以这个是最好的产回的方法
153000	156000	然后菩提琴也是
156000	158000	我们之前也讲过很多次了
158000	162000	菩提琴也是非常好的政务空心
162000	167000	还有就是这个清津罪国的方法
167000	170000	这些都是非常的好
170000	171000	其次呢
171000	175000	比如说我们其他的
175000	177000	比如说客头啊
177000	180000	还有就是持走啊
180000	182000	这些等等
182000	188000	这些都是清津罪国的方法
188000	189000	产回的方法
189000	192000	这些都是非常殊胜的产回的方法
192000	194000	大成佛教里面呢
194000	197000	他这些方法是非常非常朵的
197000	201000	我们昨天也讲过了
201000	203000	这些所有的方法当中
203000	204000	这些方法都是非常好的
204000	206000	但是有些方法呢
206000	207000	虽然是非常好
207000	212000	但是我们目前就是没办法做到
212000	214000	比如说政务空心
214000	215000	政务空心我们刚刚讲的是
215000	218000	非常了不起的一个产回的方法
218000	219000	但是呢
219000	221000	当我们还没有政务之前呢
221000	223000	我们是没有办法做到的
223000	224000	所以这个
224000	226000	我们知道这个是最好的方法
226000	227000	但是呢
227000	229000	我们没办法做到
229000	231000	那么金刚萨朵的修方呢
231000	232000	我们昨天也讲过
232000	233000	跟这个不一样
233000	234000	他第一个
234000	237000	他是整个县众
237000	240000	一种所有的大成佛教的
240000	244000	徐补经典当中呢
245000	250000	最好的方法之一
250000	253000	最好的产回的方法之一
253000	255000	然后这个之一
255000	257000	是我们用的赏的
257000	258000	我们当下
258000	259000	现在就可以用的赏
259000	260000	所以呢
260000	261000	对我们来说
261000	263000	金刚萨朵的修法
263000	265000	这个产回的方法呢
265000	268000	比政务空心
268000	271000	还要有意义
271000	273000	因为政务空心
273000	275000	是非常殊胜
275000	276000	非常上等的
276000	277000	这个产回的方法
277000	278000	但是呢
278000	280000	我们现在暂时
280000	281000	有可能的
281000	282000	这个并不是说
282000	283000	我们所有人呢
283000	284000	有一部分
284000	285000	至上我们刚刚
285000	286000	出学者
286000	288000	还没有政务的时候
288000	290000	这个是我们用不赏的
290000	292000	那么金刚萨朵就不一样
292000	294000	我们大家都能够用得赏
294000	295000	所以特别特别的有意义
295000	297000	大家一定要
297000	299000	这个
299000	301000	搞督的中式
301000	304000	特别的这个金刚萨朵
304000	305000	这个呢
305000	306000	我们可以
306000	307000	金刚萨朵
307000	308000	比如说
308000	309000	把它当作一个
309000	312000	那产回的方法来修
312000	315000	那是最殊胜的产回的方法
315000	316000	另外一个呢
316000	318000	比如说除了这个
318000	320000	产回的方法以外
320000	322000	这个金刚萨朵的修法呢
322000	323000	我们也可以
323000	324000	比如说
324000	326000	我们平时很多人都
326000	327000	多温
327000	328000	这个本尊
328000	329000	那么
329000	331000	这比如说金刚萨朵
331000	335000	当作自己的本尊来修的话
335000	337000	这个也是可以的
337000	338000	也是非常好
338000	340000	因为金刚萨朵呢
340000	342000	它是祝福菩萨
342000	345000	尤其是在密法里面的
345000	348000	所有的这些弹撑的
348000	349000	主尊
349000	351000	所有弹撑的
351000	353000	主尊的中体
353000	354000	中体
354000	355000	中体
355000	356000	大家都知道了
356000	357000	中体就是说
357000	359000	盘盖了所有所有
359000	361000	覆盖了所有的
361000	364000	密法的弹撑
364000	365000	也就是说
365000	367000	所有密法的
367000	369000	各种各样的弹撑
369000	372000	各种各样的本尊的
372000	373000	这些修法
373000	377000	都保含在金刚萨朵的修法当中
377000	378000	也就是说
378000	381000	我们用金刚萨朵来代替
381000	383000	用金刚萨朵的修法
383000	385000	来代替所有的
385000	386000	这些
386000	387000	本尊
387000	389000	所有的这些弹撑
389000	391000	完全是没有问题的
391000	392000	这是一个
392000	393000	第二
393000	394000	第三
394000	395000	我们也可以
395000	397000	把金刚萨朵的修法
397000	399000	当做上师瑜伽来修
399000	400000	也是可以
400000	402000	比如说我们下面的
402000	404000	无家心当中的上师瑜伽
404000	406000	我们是官乡
406000	407000	莲花生大师
407000	408000	大师
408000	409000	如果我们换一个方法
409000	410000	比如说
410000	411000	官乡
411000	412000	金刚萨朵
412000	413000	其他都是一样
413000	414000	就是
414000	416000	官乡金刚萨朵的话
416000	418000	这也是
418000	420000	同时也是一种
420000	422000	上师瑜伽的修法
422000	423000	所以
423000	425000	金刚萨朵的修法
425000	427000	是完冷的
427000	428000	在佛教里面
428000	429000	它是一个完冷的
429000	432000	像如一宝一样的修法
432000	434000	但是我们现阶端
434000	436000	金刚萨朵就是用来
436000	438000	做常会
438000	440000	就是用来做常会
440000	442000	现在我们并不是用
442000	445000	以本尊上师瑜伽的方式
445000	447000	是以常会的方法
447000	449000	方式来修
449000	451000	我们要大到的目的
451000	452000	就是常会
452000	453000	那么这样的话
453000	455000	它也是非常好的
455000	457000	常会的方法
457000	459000	那么具体的修法
459000	461000	我们昨天讲了一部分
461000	463000	我们昨天讲的是
463000	466000	官乡的方法
466000	468000	官乡的方法
468000	470000	官乡不仅仅是
470000	472000	金刚萨朵的观想
472000	473000	是所有的
473000	476000	这些其他的本尊的修法
476000	477000	也就是我们
477000	479000	昨天讲的
479000	481000	这种方式
481000	483000	取修
483000	484000	当然我们昨天讲的
484000	486000	这个官乡的方法
486000	488000	也是属于比较简单的
488000	490000	简单的
490000	492000	初期阶段的
492000	493000	观想的方法
493000	495000	如果就是要修一个
495000	497000	密法的
497000	499000	升旗次第的修法
499000	501000	真鬼的
501000	502000	真实的
502000	504000	升旗次第的修法的话
504000	505000	这个上面
505000	507000	还有一些其他的
507000	509000	还有一些其他的修法
509000	511000	这个都没关系
511000	512000	我们以后就可以
512000	514000	可以慢慢地学
514000	516000	那么
516000	518000	观想的简单的
518000	519000	观想的方法
519000	521000	就是我们昨天讲过的
521000	522000	就是以这样的方式
522000	524000	去观想
524000	526000	昨天我们也讲了
526000	528000	两种小国
528000	530000	一个是可以让我们的心
530000	532000	平静下来
532000	534000	可以作为缠修的方法
534000	536000	另外一个
536000	538000	也可以作为
538000	540000	本尊的
540000	542000	观想的方法
542000	544000	就是一个方法当中
544000	546000	就是有两种结果
546000	548000	这是非常有意义的
548000	550000	所以我们昨天
550000	552000	也提到了
552000	554000	根据我们自己的实践
554000	556000	如果
556000	557000	时间
557000	559000	稍微有点点
559000	560000	重塑这样子的话
560000	561000	就是
561000	563000	头一段时间
563000	564000	当中
564000	566000	一段时间是多长时间
566000	567000	我们每一个人
